STATEFIPS,STATE,zipcode,agi_stub,N1,mars1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01750,A01750,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18460,A18460,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
42,PA,0,4,596080,165720,377510,41610,532280,32470,334420,376210,1345980,372470,2080,420,1660,0,51180,203300,51713381,596070,52194308,507930,38087198,259920,273201,170660,667509,158210,465657,72260,22311,84770,1182595,130810,762376,209000,6811881,3910,36640,186302,156690,3327092,28140,402541,169540,480927,19550,4978,750,10587,11390,85720,13520,68613,80970,95303,518520,10955761,518540,10707059,122700,248316,75530,1811387,6666375,20010,386892,63900,276206,7820,8314,67110,339061,6680,6345,70990,546149,75260,579621,58100,455599,770,4843,1090,332,680,1527,59430,283600,1840,24761,90290,286903,595090,38570217,594020,5000692,0,0,5130,27372,255590,661843,46650,5033,29270,16782,45620,64095,0,0,203960,555513,1950,5005,63470,205944,1810,22307,7410,74580,4410,6710,590490,5741329,0,0,0,0,6000,10161,32380,31926,0,0,581610,4335276,585460,4585539,0,0,0,0,128080,337303,464550,1484641,448840,1425645,17520,50687
42,PA,0,5,885770,126260,720880,28130,793470,53640,518480,456530,2333760,729030,380,140,240,0,43430,293100,120700862,885770,121921894,771810,88685364,503040,696257,358990,2113422,337020,1543605,203050,89067,155570,3313616,293810,3025693,324290,14919435,4310,40310,218939,209540,5370175,83040,2250763,312790,1221032,56010,15244,9970,153507,32010,311656,25220,146388,129660,150413,718270,16569499,718160,16219262,164040,346231,168100,4891829,24561868,29070,663673,152330,1023289,12700,16850,155910,982690,15810,10018,159690,1443344,167990,1537374,138100,1424635,1280,9326,6000,2723,3790,13657,146750,1003103,7710,140216,190670,1003320,885040,98137556,884230,14902982,130,1059,1760,15287,487750,1360399,119410,24594,76840,45733,82030,116121,0,0,384950,1110911,1340,4511,120600,533966,0,0,2200,21711,1380,3226,880050,15370600,0,0,0,0,0,0,64880,66075,0,0,881050,13538710,882000,14179478,3480,939,290,146,304190,1219359,580030,2396672,544020,2137642,48440,280653
42,PA,0,6,309630,27130,268970,4060,280640,17380,219580,79710,890840,313030,0,0,0,0,1660,102130,146965654,309630,148768630,271190,79379042,248080,1764360,213490,6297571,204900,4860175,87190,308119,72030,4825352,199160,18274481,103470,7338995,470,3160,20289,56810,1702497,91510,19069189,105530,1802976,8020,2033,18000,594652,32450,471723,2130,20444,0,0,165700,3916060,165660,3828006,37310,79977,138680,7396220,85661443,4890,181901,131260,3347569,4630,8443,129410,1469963,6770,4040,134710,1326438,138670,1473974,113270,1783489,700,9294,6080,2223,14290,259036,129260,2844745,6080,190681,123670,3207505,309560,131720722,309380,31368623,3400,42114,0,0,214170,890940,108220,265693,27730,15623,0,0,0,0,114980,342152,20,120,69820,649096,0,0,0,0,0,0,307620,32386535,0,0,0,0,0,0,0,0,0,0,309170,30399602,309360,32264580,150770,298806,178170,692382,152740,3210492,150380,3475600,105000,1225782,51460,2076514
44,RI,0,1,175430,133650,14580,24840,157980,9470,88660,111480,207570,57300,10620,6540,4080,2710,25380,34730,2155348,175430,2186920,138550,1676071,26010,17154,14160,24246,12830,15808,3030,1639,24130,180623,10610,14354,25500,234672,80,8540,30389,8230,16204,1950,3100,27990,31572,80,20,60,508,1640,5508,340,1188,6480,6145,172630,2202028,172630,2155078,25870,46871,2700,59254,39801,1800,27077,950,1189,1170,781,1880,9679,920,354,2250,10697,2600,12470,1430,11499,0,0,20,3,0,0,1300,2325,60,574,6190,4500,71920,398934,71040,40731,0,0,3050,1033,25050,8911,790,36,790,244,5310,2709,7450,1277,11550,4365,0,0,20920,28410,8400,31541,8650,31530,3210,1684,158450,327223,55010,130908,48020,116517,28490,43308,6290,5337,4150,2666,52970,31784,71170,62740,0,0,0,0,14020,12926,149570,277188,148770,275391,980,1299
44,RI,0,2,129460,79780,21010,25350,119680,5040,69510,94210,209080,60190,4550,3020,1530,380,23210,25570,4715017,129460,4769613,114140,3944682,25150,20004,13430,33343,12320,22294,11420,6651,13960,161098,10260,30945,22280,390347,110,9200,43667,18780,134862,2830,16549,29220,54596,2090,489,200,1758,2140,10014,2190,8522,15950,17692,123820,1894228,123820,1863885,16130,30473,5630,118422,218198,2220,36914,4790,9139,1000,912,4800,22844,3100,1893,5150,29384,5580,32714,4180,33068,40,160,140,43,20,20,4180,10268,70,630,11830,20024,128530,2678127,127790,296600,0,0,7360,5382,52660,61230,3320,202,4380,2431,9470,9965,19060,3595,34180,43795,290,578,10890,26663,9340,29293,10210,34830,6310,3772,126630,518939,25840,54203,22640,47161,22940,42272,5590,4779,2390,2109,101960,235361,107260,267277,0,0,0,0,17330,26527,111610,276895,110570,273483,1510,3175
44,RI,0,3,78810,41240,24640,10170,72000,3650,46580,51770,138840,35600,1170,410,760,0,9570,22590,4852710,78810,4904836,67880,3785926,26100,24629,14630,47600,13640,33045,19510,13172,10020,124335,11500,47429,20340,544825,140,5090,27849,16740,258060,2940,30799,22600,52126,2800,695,90,1031,1990,12420,1980,9260,12290,14258,68550,1179006,68550,1153663,13390,25232,10310,213958,649003,2720,47572,9590,26802,770,1004,9470,44628,6370,3556,9800,68554,10260,72613,8620,68313,150,953,380,161,70,80,7780,20064,550,4917,9460,24013,78580,3434108,78410,430743,0,0,2580,4750,29390,58656,4310,357,2730,1494,4920,6006,4070,683,21070,46704,680,1976,7710,21646,2000,7368,3170,12355,1900,1816,77670,525978,120,50,20,8,4490,7159,3240,3014,0,0,73650,372236,74940,397599,0,0,0,0,16360,33544,62270,160599,61000,156460,1960,4571
44,RI,0,4,50140,17020,27290,4310,45670,2170,32000,30530,105050,27680,200,0,200,0,4260,17110,4340161,50140,4381188,43220,3235673,22000,25278,13440,53378,12500,38132,19010,15045,7830,109230,10590,63601,16360,549590,0,3610,18985,12790,258890,2860,36483,14240,41027,2360,604,170,2167,1100,8565,1080,5705,5410,5797,40760,834400,40760,814424,10060,20050,9370,205771,815813,1600,27896,8960,34837,150,213,8840,44209,5930,3610,8810,71881,9360,76698,7970,66462,90,492,80,14,50,143,7470,22596,220,2313,8240,25558,50050,3268965,49950,436655,0,0,990,2932,20830,50543,4110,428,2200,1266,3340,4349,0,0,15960,40435,340,1396,6100,18244,0,0,1170,4316,700,1064,49690,491482,0,0,0,0,480,830,2340,2138,0,0,49100,385958,49380,407926,0,0,0,0,12760,32548,37250,115202,35980,109935,1420,4194
44,RI,0,5,77540,12710,60060,3340,70800,4050,50970,37310,195630,58210,20,0,20,0,3810,26470,10563417,77540,10677789,68650,7864580,43280,64407,30120,170560,28290,126692,40760,36075,15230,306123,24990,274637,27380,1255837,50,5220,29782,18040,438077,7810,189836,28160,114372,6190,1714,1540,25567,3310,30468,2790,16511,10230,11440,59790,1369779,59790,1339683,14390,30100,17810,480149,2522432,2360,52346,17160,114740,500,847,16940,104026,11330,8039,16860,159900,17800,171372,15620,168403,120,1063,1040,451,470,1456,15570,69929,1040,19582,17790,87740,77480,8615618,77410,1321763,20,121,150,619,41740,113262,10420,2282,7160,4213,6560,8950,0,0,32280,87187,760,4344,11990,48521,0,0,200,783,40,111,77040,1333235,0,0,0,0,0,0,5240,5099,0,0,77080,1208648,77180,1265929,710,197,260,76,30260,121603,47220,185789,44210,164931,4050,21347
44,RI,0,6,24960,2770,21080,180,23010,950,19110,6170,67410,21540,0,0,0,0,40,9290,11334884,24960,11496267,22010,5791260,19660,180131,16400,486058,15750,381457,8780,38186,6750,399164,15700,1517687,8980,615727,0,400,2589,5190,149215,8180,1603639,9790,161383,930,240,1430,46397,3170,47254,140,1230,0,0,13400,316307,13400,308498,3570,7585,11410,561456,6462266,200,8158,10730,325036,370,702,10640,120055,6280,6213,11050,109820,11410,128760,9600,152317,110,1143,410,125,1300,23358,10670,194373,460,14067,10650,280644,24950,10068950,24940,2333291,250,2671,0,0,16830,76679,8490,17910,1860,1078,0,0,0,0,8580,23910,100,634,6490,53067,0,0,0,0,0,0,24790,2416915,0,0,0,0,0,0,0,0,0,0,24920,2249740,24940,2396833,11570,19523,14090,59420,12540,260578,12130,297737,8130,94366,4660,196312
45,SC,0,1,819550,533620,92810,176490,738690,43760,374000,564690,1168450,396090,27690,20310,7380,6370,174720,160340,10532082,819550,10684307,656280,8380294,87620,49658,50440,92528,45790,60477,10150,8677,137550,783011,41930,53782,123400,1219305,3180,12410,37977,42370,86996,9590,16545,137260,152225,1580,362,40,346,7170,20876,1380,3998,21860,20195,808480,11127320,808470,10912652,116330,214716,9830,213217,156889,7110,104920,3020,4641,4210,2993,5870,13155,5150,2628,7750,21515,9290,26131,4340,35703,50,287,80,18,90,138,6170,19959,100,736,23510,15731,323290,1732086,325640,180470,0,0,19170,7222,134790,45995,2640,121,7730,2762,20640,9871,43340,7591,67370,24238,290,278,108670,153420,53500,455030,55730,467418,12250,7026,749420,1776873,322840,889933,292560,794196,188610,292227,37070,32480,25350,13918,225140,134234,328800,299189,0,0,0,0,75590,63829,700590,1539824,698220,1533515,2800,4688
45,SC,0,2,575270,269710,135590,142640,525760,25630,273640,402150,1079020,372650,15210,10980,4230,540,129250,123960,20744235,575270,20959491,497140,17033785,90620,64664,53140,140823,47960,94748,42540,40272,74530,470156,43480,118431,123650,2253536,3470,10050,33698,98590,706368,12750,89038,116890,215256,12570,3031,150,1344,7550,31725,7530,27443,54930,58487,550970,9075760,550970,8918810,80700,157267,24840,558030,969093,15600,218263,17140,34632,6550,6307,18220,38075,17010,10051,21150,75158,24440,87544,15160,112358,90,464,490,236,390,690,19890,107683,570,4875,50340,79222,569570,10966499,565870,1202019,0,0,21930,19619,274930,326044,12460,838,32110,19862,38650,40422,103900,21181,194790,239202,3520,5564,47640,117552,34470,276713,36140,299106,24130,16767,558930,2101640,152050,332570,136060,292544,138570,273252,26430,22931,8320,7509,410990,876204,442400,1017497,0,0,0,0,110860,155514,461700,1231782,458430,1220713,4360,9455
45,SC,0,3,302650,110510,139300,40940,275300,14150,161850,183490,633440,192570,3220,1510,1710,0,44780,91540,18576182,302650,18765020,254070,13846364,84200,71665,53090,189654,48940,131232,61590,68969,46680,387040,44480,199617,97690,2607670,3780,4690,17022,75470,1209571,13400,160336,81990,188838,9920,2508,220,2363,6190,36991,6260,27290,38680,45188,271280,5134207,271280,5020072,58750,114818,32180,752799,2040370,14140,207189,26620,86416,4980,6164,27460,57959,24280,14010,29000,144190,32130,158368,24400,188180,340,2092,910,608,390,918,27160,166783,800,8818,40210,100359,301880,12555776,301090,1524630,0,0,7430,20536,137330,295653,16640,1621,17920,10261,21280,26361,23400,3880,105470,241800,3680,9529,31570,88237,7740,76124,10680,101053,7850,8303,296530,1697222,1710,694,950,384,28030,49501,14680,13200,730,912,271010,1229570,279910,1336685,0,0,0,0,87520,188965,214840,542356,210640,529068,6060,13983
45,SC,0,4,190210,40150,133190,12300,173640,8040,106940,108870,457980,134600,700,300,390,0,20210,66430,16501513,190210,16664124,158500,11641231,71670,71239,47270,207752,43810,146675,60420,79105,33120,337521,40170,248470,75220,2610354,2200,2460,9762,54970,1184840,12120,195971,56610,162611,7540,2020,240,3529,3720,25371,3800,19417,24300,29179,161830,3545898,161820,3459650,41680,85861,27590,705868,2427549,8960,138668,24100,109838,2300,3238,24830,58125,21450,13454,25080,161069,27420,175443,22070,185222,130,814,300,186,360,994,23380,164988,550,5590,32000,101461,189950,12087564,189500,1528785,0,0,2660,13382,90660,244766,15170,2195,15640,9519,14610,18592,0,0,73030,200527,1460,6225,22840,70658,1050,10801,3400,32690,2640,3924,187440,1583346,0,0,0,0,4150,7280,10390,9254,0,0,184000,1283457,185870,1372303,0,0,0,0,61230,170656,128270,378450,124200,363019,4640,13400
45,SC,0,5,272170,31120,229600,7310,248820,12870,160700,119630,718050,216680,150,70,80,0,14510,101290,36829767,272170,37219645,228760,24919760,139770,199026,102210,718923,96120,534048,139760,220556,54060,872089,90680,1066516,119450,5975853,4820,3250,13947,78180,2042168,32800,1007354,94050,389878,14070,3770,2650,38983,10550,91526,7820,45794,33830,39233,201900,4735832,201880,4611201,57320,123905,70500,2173552,10268544,14170,232248,66110,500034,3820,7006,66150,194371,57710,44385,66150,575513,70450,615344,59800,635053,870,6378,3900,2428,2760,12224,64440,612272,1340,15818,64620,347167,272000,29524407,271660,4399391,60,320,1340,10912,149980,415519,38420,10416,27890,16773,22870,30074,0,0,115030,324251,2070,11688,38900,161798,0,0,1530,13783,1670,3979,269070,4217121,0,0,0,0,150,340,18440,17247,0,0,270100,3982458,270650,4186248,770,261,40,59,124010,554993,147750,583528,137340,507076,13430,76179
45,SC,0,6,87720,6950,77460,710,81050,3630,66490,20860,242450,77690,0,0,0,0,530,35250,39585837,87730,40112965,73740,18497578,67640,462493,56110,1764146,53910,1407706,45910,195971,22160,1181662,55710,5898496,35760,2805686,760,150,669,22310,655364,33830,6666987,32680,527128,1140,288,3930,121943,11130,144954,990,9271,0,0,36960,882104,36950,854190,11870,25867,49490,2856550,26318265,1860,44225,47100,1195736,1260,3168,45900,270438,38280,44578,47500,465978,49470,526748,40570,655106,180,2270,3320,1284,7390,126459,46730,1309990,2170,34549,39630,1044299,87700,34624197,87670,7938735,1360,13362,0,0,57540,230686,29320,53084,6590,3910,0,0,0,0,28290,83306,30,348,20400,171294,0,0,0,0,0,0,86630,7922904,0,0,0,0,0,0,0,0,0,0,87580,7700582,87670,8175258,34080,60013,47230,196093,47200,1107907,38820,890371,26330,344634,14000,509166
46,SD,0,1,129120,97690,13220,15760,117110,5300,58760,84620,152030,40390,5340,2360,2980,860,16580,27870,1577810,129110,1608901,105140,1267226,23360,15183,11780,20959,10500,10438,70,42,13550,76553,11200,25525,19220,174279,5090,1150,3975,6090,14220,2130,1172,19620,31091,30,7,0,0,2690,12257,320,1102,4990,4285,127420,1640898,127420,1600887,21070,39644,1280,36013,30252,1100,26974,20,31,930,858,470,1632,0,0,990,2773,1040,3196,300,2265,0,0,0,0,0,0,540,1607,0,0,3450,3210,50040,281381,48930,28390,80,58,1390,493,17100,5943,560,14,840,333,3610,1973,5990,929,5610,2247,0,0,12980,17828,6190,49564,6320,48742,1900,1020,115810,226520,36600,85532,32540,78979,18480,28079,4770,4105,2580,1668,36830,22333,49160,41600,0,0,0,0,10540,10564,109270,193800,108410,191790,720,1349
46,SD,0,2,106460,62330,24460,18520,99330,3110,51000,79540,184370,55860,3080,1200,1870,100,18620,25640,3896052,106460,3957324,92670,3182201,25630,21210,13190,28762,11660,16180,280,198,12640,96820,12840,55674,22480,355383,6030,2150,8859,19810,138731,3530,18778,29110,61272,1710,404,70,554,3500,19114,1750,6426,16020,16450,103620,1648163,103620,1615739,17080,33470,2690,75306,119398,1820,38699,130,214,2230,2688,1450,4731,550,500,2350,7517,2660,14539,930,6598,0,0,50,25,0,0,1480,6149,40,779,12630,20668,106010,2154269,104650,233514,0,0,3120,2455,45260,52367,2750,143,4970,2968,6170,6089,19840,3693,27340,37649,90,156,11470,26934,5150,37914,5440,40138,4140,2654,102620,429235,20550,44616,18020,38663,22030,46993,3660,3260,1180,1171,82050,182291,87270,211849,0,0,0,0,15030,24460,90930,240555,89670,237527,1590,2672
46,SD,0,3,62380,23890,32290,5130,58120,1760,35430,40560,134460,40300,1120,290,830,0,6340,20960,3846907,62380,3915918,52900,2820937,25050,26089,14180,39362,12890,24111,750,501,10650,110658,13540,87810,19270,452783,5820,1180,5114,16200,244126,5080,43144,22950,69011,1390,362,20,328,3390,23677,1660,7586,10440,11858,59320,1139007,59320,1112645,13750,27251,3020,86172,224321,1720,37000,270,859,2450,3646,2290,8356,470,329,2760,11759,2950,14488,1670,13080,30,199,90,43,70,457,2280,13570,180,1988,13640,41054,62150,2580363,61820,305924,0,0,960,2285,28480,64830,3980,316,4230,2519,4450,5042,4700,804,20520,53281,110,234,10030,29766,1100,10975,1650,15157,1190,1213,60500,374262,230,99,110,52,6370,12873,2340,2228,110,151,54300,243507,57370,275491,0,0,0,0,15910,41033,47020,134163,45180,128934,2400,5096
46,SD,0,4,43700,6750,34220,1340,40780,1050,25840,27470,113840,35200,390,70,320,0,2930,15320,3820162,43700,3878477,36510,2635333,20500,24218,11980,42285,11300,27412,510,476,8320,97728,10980,88446,15130,458991,2810,590,2662,11760,237720,3850,52294,17260,58315,1690,453,30,339,2100,17341,1070,5430,8080,9958,40990,917582,40970,896313,9840,20345,2050,61491,198573,910,21085,190,750,1780,3049,1670,7035,320,186,2020,10681,2070,11116,1140,10143,0,0,80,20,0,0,1650,12283,100,965,10650,40593,43610,2770246,43390,334853,0,0,320,1594,21140,65372,3410,308,5570,3506,3810,4611,0,0,17090,55739,0,0,7690,26184,60,476,420,3533,290,401,42500,363011,0,0,0,0,1150,1830,2200,2191,0,0,41200,265995,42200,296823,0,0,0,0,10830,37070,32050,107123,30350,100620,1730,5010
46,SD,0,5,56450,4950,49660,690,53090,1520,37730,26630,158280,52190,80,0,80,0,1600,19860,7758830,56450,7897041,47430,4861703,35250,66461,23040,129578,21410,88497,1660,2025,11440,207062,22110,379246,20250,871809,6220,310,1609,13820,327200,10870,337978,25330,138211,2230,605,540,8713,4070,41042,1650,9583,8000,9140,50690,1185272,50680,1158305,11480,24509,5570,187514,874214,1450,32328,640,4115,4460,10299,4830,25064,1040,787,5240,35388,5580,37875,4000,42915,100,606,400,196,170,1016,4810,52033,270,4863,19900,155467,56410,6204647,56320,909551,0,0,0,0,32290,100994,7880,1691,6820,4075,4980,6535,0,0,23840,80380,30,88,11690,58268,0,0,0,0,110,225,54870,875869,0,0,0,0,0,0,3500,3558,0,0,55890,805889,56120,877828,40,55,0,0,21990,146685,33060,148072,29470,120141,4180,24555
46,SD,0,6,14840,1100,12940,50,14050,190,12390,3440,42170,14160,0,0,0,0,0,5510,7793187,14840,7905733,12050,2808847,12550,137319,9470,278616,9070,204094,850,6380,3510,153111,9780,1293498,4770,302423,1020,0,0,3180,86051,7490,1640990,6850,112546,110,27,630,17950,2850,38362,70,671,0,0,8700,204072,8680,198018,2120,4592,5360,370342,3801680,80,2017,950,23442,4070,14743,4960,42760,520,492,5230,45754,5350,47666,4020,60808,0,0,580,244,800,14232,5060,169772,330,7028,8300,303380,14840,6840226,14810,1532881,30,242,0,0,9590,42114,4760,5044,1040,580,0,0,0,0,4290,14555,0,0,4010,33090,0,0,0,0,0,0,14370,1576834,0,0,0,0,0,0,0,0,0,0,14790,1485235,14820,1579745,4870,9380,8680,38722,6760,197845,7140,221887,4220,73359,3260,128720
47,TN,0,1,1084620,721270,135520,208490,980610,53080,478610,786330,1546250,508880,33340,22590,10750,7070,216990,209200,13926330,1084620,14144593,854940,10927898,135990,84651,61050,101479,55110,63901,600,352,208070,1298975,52000,79024,158920,1550398,11720,12480,43658,52890,105231,9540,21600,202790,218263,1390,324,20,368,10710,36569,1410,4795,27430,23450,1072990,14861054,1072990,14572533,155560,288937,10240,227943,179694,7490,114347,450,821,6470,8363,5690,14307,880,646,7860,23264,9220,27117,3850,29680,20,176,60,24,40,30,5940,22958,160,1719,35350,23826,427490,2298864,423120,233524,0,0,8590,3565,167080,55428,3310,155,7420,2644,26790,13064,52410,8490,82760,29280,120,110,168950,243607,60800,663759,62980,680568,15010,8527,992110,2414345,416400,1135151,374260,985776,240450,374530,45190,39588,12510,9157,300730,177605,457700,434670,0,0,0,0,91780,88073,936510,2064707,932390,2054583,4200,6692
47,TN,0,2,782520,387070,200700,169290,718160,32830,346650,602320,1465560,488590,20690,14650,6040,1350,168300,160720,28335128,782520,28634023,684530,23728315,137350,100072,60930,144085,55570,93606,3000,1904,108250,858298,51880,158076,150900,2666453,12690,12790,46638,126110,860895,12090,89572,163110,298895,14690,3551,430,3619,11340,48261,8830,31143,74150,74804,757670,12527283,757670,12325946,104300,202451,24680,579502,978321,16680,244575,1290,2564,17800,33288,16160,37097,5420,5090,20640,71281,22950,80045,13660,98433,70,329,230,175,90,214,20160,129255,850,8943,73990,123996,775660,15028679,771060,1637411,0,0,16100,15468,362860,419808,12120,737,33740,20160,48730,50688,142710,28251,256890,318490,1990,2234,73640,192089,41210,438897,42560,451005,30520,20378,762430,3149794,195530,431442,173140,375131,181640,366594,30770,26289,6640,6911,570010,1218307,612260,1439971,0,0,0,0,106950,176585,672470,1876732,667420,1860483,6820,15187
47,TN,0,3,424790,154400,209810,50020,386950,18410,206140,297240,907420,274120,6160,4110,2050,0,63790,115770,26056239,424780,26336446,367690,20440069,126260,107882,61050,189728,55600,126954,5140,3738,70450,805021,52810,251139,116320,2918223,11230,5800,22687,92460,1443844,13230,142487,119430,280207,13600,3474,950,10198,9930,54790,8150,35595,55080,62004,395890,7550516,395880,7410572,72950,140842,29890,744841,1914135,14590,223866,3240,8758,21520,47116,23940,58790,6680,4940,26060,105320,29030,118260,20920,166732,190,980,510,387,410,1029,25240,192623,980,11402,57720,155896,423980,17575540,423070,2124803,0,0,6180,19869,191060,412238,16430,1496,21570,12039,28210,33550,40440,6437,149770,351437,1300,1988,52290,165021,8840,111339,11930,137210,10310,10539,417200,2611030,2580,1053,1450,591,41070,72845,18250,15659,310,461,380770,1713280,393710,1900713,0,0,0,0,92190,224613,332330,922673,326640,900626,7900,21257
47,TN,0,4,259970,53810,186700,14680,236890,10820,131640,174270,635350,188620,1420,830,590,0,28570,79690,22531330,259970,22768913,224320,17017002,103870,101093,52560,202742,48250,138330,3480,3091,48750,719479,45390,301100,85560,2780613,7090,3460,14053,63630,1339049,9920,155754,80450,237583,10870,2982,440,6440,6320,39812,4580,23293,33200,39586,236510,5127231,236500,5026026,49910,100797,22190,596639,1967798,8390,138837,1940,7530,16060,39039,18940,54340,3880,2473,19740,92651,21770,102894,16120,145083,60,483,200,174,140,366,19000,172817,620,9305,44300,156793,259720,16570285,259300,2093089,0,0,1750,10023,121190,333388,13900,2170,19480,11532,20000,24691,0,0,103470,287340,460,924,37390,142191,730,9922,3190,35417,3460,5361,256350,2360678,0,0,0,0,4500,7523,13170,11339,0,0,252700,1760058,255310,1925249,0,0,0,0,63570,203750,195240,634924,189830,611104,6150,22644
47,TN,0,5,347190,42500,290690,9390,315800,16430,185560,188550,922530,285380,470,320,150,0,21070,111100,46941404,347190,47546267,301030,34074944,185410,257737,112940,679287,105330,491699,11200,13124,78670,2085004,102050,1285874,125610,5805984,12590,2300,10028,80920,2056288,30840,885950,126140,604863,17070,4604,4620,80312,15700,122399,8910,52669,41020,48114,290060,6666530,290040,6532088,63660,133185,57500,1829716,8585783,11270,205812,7710,42679,43420,133840,53290,191094,10050,5831,53780,319672,57290,342692,46890,524897,490,3608,2110,1635,1480,7284,52700,646452,1840,31834,83790,514563,347020,37884261,346660,5689409,40,666,660,5084,186340,517579,38190,10113,31820,19182,27830,35102,0,0,152380,430199,220,379,63530,377182,0,0,840,7998,2110,5263,342790,5894226,0,0,0,0,140,269,21750,19441,0,0,345200,5169057,345930,5594618,1420,493,20,36,127340,641663,219260,929502,206530,824094,16330,117648
47,TN,0,6,118190,10090,102900,1440,108830,5060,84800,36690,332770,112780,0,0,0,0,1080,39890,61437109,118190,62454900,98670,30639224,92570,873304,72420,2298468,69130,1782320,6720,44572,37400,4225654,72220,9831848,39100,2761611,2770,80,447,22610,659536,38610,7046093,49230,1017791,1360,346,9920,347470,16020,182528,1270,12153,0,0,59410,1388470,59400,1355435,13990,29570,56530,3739044,38687675,1410,42397,10200,243301,41570,196956,53040,365861,5520,3491,54780,449674,56440,481841,44590,748237,400,4501,2390,1191,7420,171938,53410,1935701,2800,76692,52630,1399354,118150,54574084,118110,13173972,1390,18387,0,0,73600,335046,35840,113912,8720,5101,0,0,0,0,39920,117679,30,167,38990,527672,0,0,0,0,220,1153,116480,14033868,0,0,0,0,0,0,0,0,0,0,117990,12810624,118080,13951975,60260,147733,67000,342640,55360,1550383,59900,1644418,42500,628481,18520,911198
48,TX,0,1,4397390,2881100,543650,919110,3854200,322840,2017000,3123300,6626380,2444830,149640,100300,49340,36600,952350,697260,56955973,4397380,57984463,3471390,46425729,395970,261174,203040,387297,180410,238244,1700,1141,1060770,6134238,178970,272113,458060,4382704,34820,78770,337039,137120,272090,44540,-20161,967890,1028490,14590,3447,430,4090,37560,117380,7600,25528,107300,88025,4338230,59815321,4338220,58914504,492270,901576,54490,1218750,877058,35580,535503,920,2876,38200,42158,29840,162950,5980,4976,39090,175095,48160,220279,21850,172720,190,1263,190,125,560,964,30450,103191,1640,29816,170130,111715,1741000,9161454,1746190,943656,40,245,69590,22999,775660,272890,11030,801,32440,11657,155870,73867,203610,34972,402930,143379,1810,1450,829870,1237736,234970,1785003,245940,1836503,88800,53138,4019990,10797599,1782260,5265012,1590140,4479862,1110920,1820374,250740,209130,109510,58496,1145380,669671,1931070,1985099,0,0,0,0,431000,429471,3759350,9228289,3743970,9180748,16520,31847
48,TX,0,2,3040670,1465990,782770,728540,2718020,191060,1383970,2318360,6125660,2334510,83030,55830,27200,8660,776480,506290,110291922,3040670,111504328,2698300,95807431,387110,319127,196550,552893,175660,352308,6610,4683,529740,3215940,174850,545894,459460,8263496,37900,87260,462135,338030,2259116,56610,266584,662170,1212406,79560,19491,1380,13548,35970,154191,31910,118446,268280,267343,2906810,48227777,2906800,47637479,311760,591294,134470,3261591,5244837,79290,1188746,4140,11141,103760,179899,83290,426721,37110,40590,108950,544483,124020,643445,69070,502422,970,5917,1280,1192,1390,2720,99970,581156,9590,185467,300930,511722,3012230,57876154,2997350,6335784,0,0,99500,75257,1559100,1921656,44610,5938,145970,94060,250920,249497,491100,98206,1140920,1434391,26100,32613,317890,860490,165520,1285793,172210,1371278,200640,148585,2961180,12889474,858910,1978904,754070,1665553,840230,1778539,176310,145831,40960,35262,2065920,4416194,2294680,5453677,0,0,0,0,412670,736429,2614710,8126657,2597550,8056684,21950,61497
48,TX,0,3,1689530,687060,716300,250350,1498320,110060,792140,1184950,3667980,1268710,22970,10970,12000,0,332580,377290,103546062,1689530,104534011,1496270,85695982,384590,365102,214450,750554,194180,493267,11960,9689,298240,2282093,192180,867827,378910,9792689,35490,51560,273740,263870,3950133,59070,555176,465560,987949,74990,19144,1870,19991,29910,167590,31220,136572,217370,238349,1526060,27953637,1526050,27518320,227870,436314,165340,4260880,10434323,73980,1169817,8660,26185,132070,252487,127290,694351,44710,48122,141640,846861,158210,962794,111330,833402,1940,12706,3770,3938,1790,4334,128920,859576,13720,301650,206290,565172,1684460,70506715,1680610,8635520,110,483,36390,77037,800860,1871240,62500,12204,86830,52933,139010,162333,117110,18586,644870,1548292,25520,53927,184930,554053,39260,322955,52150,427398,85720,90027,1657370,10729998,15250,6408,8480,3527,196010,358601,95620,83085,2420,3180,1476980,6766538,1537790,7453201,40,12,0,0,344210,849708,1342610,4072326,1322780,3984935,27670,89771
